Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Material,Occasion,Pattern,Sole Material,Sustainable,Type,Warranty,BIS Certificate Image URL,BIS Certificate Number,BIS Expiry Date,Character,Contact Brand or Retailer for pre-sales product queries
SCENTRA,Men Perforated Thong Flip-Flops,₹223,MRP ₹799,(72% OFF),4.1,70 Ratings,"A pair of navy blue perforated thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹371,MRP ₹599,(Rs. 228 OFF),3.4,5 Ratings,"A pair of beige and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹279,MRP ₹399,(30% OFF),4.4,250 Ratings,"A pair of black,blue and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Aqualite,Men Printed Thong Flip-Flops,₹433,MRP ₹699,(Rs. 266 OFF),4.5,6 Ratings,"A pair of navy blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,,,,,,
SCENTRA,Men Perforated Thong Flip-Flops,₹223,MRP ₹799,(72% OFF),4.1,71 Ratings,"A pair of black perforated thong flip-flops
Fabric upper
Cushioned footbed
Patterned rubber outsole",Fabric,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Hitz,Men Croslite Thong Flip-Flops,₹2109,MRP ₹4395,(52% OFF),4,5 Ratings,"A pair of black solid thong flip-flops
Croslite upper
Cushioned footbed
Patterned tpr outsole",Croslite,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹267,MRP ₹399,(33% OFF),4.2,143 Ratings,"A pair of blue and white printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Hitz,Men Croslite Thong Flip-Flops,₹2157,MRP ₹4495,(52% OFF),4.2,62 Ratings,"A pair of black solid thong flip-flops
Croslite upper
Cushioned footbed
Patterned rubber outsole",Croslite,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹267,MRP ₹399,(33% OFF),4.2,143 Ratings,"A pair of green,blue and yellow printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Woodland,Men Textured Thong Flip-Flops,₹489,MRP ₹699,(30% OFF),4.8,8 Ratings,"A pair of black textured thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Action EVA Flotter,Men Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),4.3,118 Ratings,"A pair of white and blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),4.1,31 Ratings,"A pair of white and blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
ONSOLE,Men Slip-On Flip Flops,₹999,MRP ₹1999,(50% OFF),4.3,37 Ratings,"A pair of grey melange solid slip-on
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Slip-On,1 month,,,,,
Bata,Men Thong Flip Flops,₹1234,MRP ₹1299,(5% OFF),4.3,17 Ratings,"A pair of tan and black solid Thong Flip Flops
Rubber upper
Cushioned footbed
Patterned pvc outsole",Rubber,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Bata,Men Textured Thong Flip-Flops,₹849,MRP ₹999,(15% OFF),4.1,123 Ratings,"A pair of navy blue and black textured thong flip-flops
Pu upper
Cushioned footbed
Patterned tpr outsole",PU,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
Reebok,Men Fathom Thong Flip-Flops,₹999,MRP ₹1999,(50% OFF),4.4,11 Ratings,"PRODUCT DESIGN DETAILS :
A pair of navy blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
ABOUT THE PRODUCT :
Enjoy sunny days by the pool or in the sand . These flip-flops pamper your feet with a comfortable, quick-drying cushion while providing durability with a tough outsole.",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/f437c62d-abf8-47c3-b73e-87d6009020001724415540129-Footwear_Decln_Myntra_23082024_page-0001.jpg,1234567,31/07/2026,,
Woodland,Men Printed Thong Flip-Flops,₹516,MRP ₹795,(35% OFF),3.8,129 Ratings,"A pair of blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Action Plus,Men Thong Flip-Flops,₹614,MRP ₹1499,(59% OFF),3.4,10 Ratings,"A pair of white and blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Puma,Men Griptex Flip Flops,₹549,MRP ₹999,(45% OFF),4.3,557 Ratings,"PRODUCT DESIGN DETAILS :
A pair of blue & black printed flip flops
Weight: Lightweight
Material: Synthetic
Warranty: 3 Months
Warranty provided by Brand Owner/Manufacturer
ABOUT THE PRODUCT : Slide into summer with the Wave Women's Flip-Flops, perfect for beach days and poolside lounging. Adorned with a textured footbed and classic PUMA branding, these water-resistant flip-flops encapsulate the spirit of sun-soaked adventures. The synthetic thong strap ensures a comfy fit, while the grooves on the outsole offers optimum grip",Synthetic,Casual,Printed,Rubber,Regular,Thong Flip-Flops,3 months,https://assets.myntassets.com/assets/images/2024/8/19/b980d608-95eb-48a0-8657-e5f40c2f7d291724051134951-PUMA-22_page-0001.jpg,1234567,31/07/2026,,
Floatz,Men Rubber Thong Flip-Flops,₹1274,MRP ₹1499,(15% OFF),4.4,250 Ratings,"A pair of green and white solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Bata,Men Striped Thong Flip-Flops,₹539,MRP ₹599,(10% OFF),4.5,6 Ratings,"A pair of tan brown,beige and white striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Thong Flip-Flops with Brand Logo Detail,₹629,MRP ₹899,(30% OFF),3.7,28 Ratings,"A pair of Red and brown thong flip-flops with brand logo detail
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Rubber,Casual,Self Design,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Textured Thong Flip-Flops,₹419,MRP ₹599,(30% OFF),3.9,92 Ratings,"A pair of brown and orange textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Self Design,TPR,Regular,Thong Flip-Flops,15 days,,,,,
OZZOH,Men Thong Flip-Flops,₹599,MRP ₹999,(40% OFF),3.8,18 Ratings,"A pair of black self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Big Fox,Men Thong Flip-Flops,₹899,MRP ₹2499,(64% OFF),3.6,86 Ratings,"A pair of beige and black solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Thong Flip-Flops,₹516,MRP ₹795,(35% OFF),3.5,76 Ratings,"A pair of charcoal solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.3,10 Ratings,"A pair of grey solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Woodland,Men Striped Thong Flip-Flops,₹486,MRP ₹695,(30% OFF),4.4,94 Ratings,"A pair of brown and orange striped thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
Liberty,Men Thong Flip-Flops,₹1165,MRP ₹2199,(47% OFF),4.1,149 Ratings,"A pair of brown and gold-toned solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Liberty,Men Printed Thong Flip-Flops,₹968,MRP ₹1699,(43% OFF),4.4,9 Ratings,"A pair of black and white printed thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",PU,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/c1b7ee92-9a9a-4b37-8a85-867d37c4a72e1724648850398-Footwear_Decln_Myntra_090824-new_page-0001.jpg,1234567,31/07/2026,,
Woodland,Men Striped Thong Flip-Flops,₹556,MRP ₹795,(30% OFF),4.5,81 Ratings,"A pair of green and black striped thong flip-flop, has regular styling with slip on closure
Synthetic upper
Cushioned footbed
Patterned EVA outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
BUCIK,Men Thong Flip-Flops,₹725,MRP ₹3299,(78% OFF),3,6 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Yuuki,Men Black Solid Flip Flops,₹599,MRP ₹1499,(Rs. 900 OFF),3.9,46 Ratings,"Synthetic upper material , cushioned footbed , PVC Sole",Synthetic,Casual,Striped,PVC,Regular,Sliders,3 months,,,,,
Sparx,Men Textured Thong Flip-Flops,₹359,MRP ₹399,(10% OFF),4.1,64 Ratings,"A pair of black and red textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Big Fox,Men Thong Flip-Flops,₹849,MRP ₹2499,(66% OFF),3.8,31 Ratings,"A pair of grey solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Floatz,Men Printed Thong Flip-Flops,₹1061,MRP ₹1249,(15% OFF),4.9,8 Ratings,"A pair of pink and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Red Tape,Men Thong Flip-Flops,₹599,MRP ₹1997,(70% OFF),4.6,12 Ratings,"A pair of grey self design thong flip-flops
Pu upper
Cushioned footbed
Patterned eva outsole
Warranty: 45 days
Warranty provided by brand/manufacturer",PU,Casual,Self Design,EVA,Regular,Thong Flip-Flops,45 days,,,,,
OZZOH,Men Thong Flip-Flops,₹599,MRP ₹999,(40% OFF),3.9,16 Ratings,"A pair of navy blue solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Khadims,Men Brown Thong Flip-Flops,₹659,MRP ₹879,(25% OFF),4.2,23 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
Woodland,Men Striped Thong Flip-Flops,₹556,MRP ₹795,(30% OFF),4.4,90 Ratings,"A pair of black, white and blue striped thong flip-flops with brand logo printed detail
Synthetic upper
Cushioned footbed
Patterned rubber outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer
Warranty not applicable on strap related defects and inconsistencies",Synthetic,Casual,Striped,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/26/67cb2dc2-cb5c-41ba-bcd7-763a575a38f31724646282456-Myntra-Declaration_page-0001.jpg,1234567,31/07/2026,,
BYFORD by Pantaloons,Men Comfort Flip Flops,₹803,MRP ₹1199,(33% OFF),4.3,13 Ratings,"A pair of tan comfort flip flops
Pu upper with slip-on closure
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
OZZOH,Men Thong Flip-Flops,₹599,MRP ₹999,(40% OFF),3.8,18 Ratings,"A pair of black solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Thong Flip-Flops,₹521,MRP ₹579,(10% OFF),3.8,16 Ratings,"A pair of solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned tpr outsole",Fabric,Casual,Solid,TPR,Regular,Thong Flip-Flops,,,,,,
Action,Men Rubber Thong Flip-Flops,₹494,MRP ₹1499,(67% OFF),5,5 Ratings,"A pair of navy blue self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole",Rubber,Casual,Self Design,EVA,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4,11 Ratings,"A pair of red printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Khadims,Men Brown Flip Flops,₹479,MRP ₹599,(20% OFF),2.9,17 Ratings,"A pair of brown solid slip-on
Synthetic upper
Cushioned footbed
Patterned pvc outsole",Synthetic,Casual,Solid,PVC,Regular,Slip-On,,,,,,
max,Men Textured Thong Flip-Flops,₹399,MRP ₹499,(20% OFF),3.9,74 Ratings,"A pair of olive green and white textured thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Self Design,PVC,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹359,MRP ₹599,(40% OFF),4.4,76 Ratings,"A pair of grey and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
max,Men Printed Thong Flip-Flops,₹349,MRP ₹399,(Rs. 50 OFF),4,71 Ratings,"A pair of navy blue,orange and white printed thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Printed,PVC,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.3,15 Ratings,"A pair of blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.4,11 Ratings,"A pair of olive green and orange printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.9,7 Ratings,"A pair of grey printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Rubber Thong Flip-Flops,₹349,MRP ₹499,(30% OFF),3.6,5 Ratings,"A pair of grey self design thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Action,Men Textured Thong Flip-Flops,₹466,MRP ₹549,(15% OFF),4.3,42 Ratings,"A pair of brown Textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
IMPAKTO,Men Thong Flip-Flops,₹799,MRP ₹1199,(Rs. 400 OFF),3.9,10 Ratings,"A pair of olive green and black self design thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 year
Warranty provided by brand owner/manufacturer",Fabric,Casual,Self Design,EVA,Regular,Thong Flip-Flops,1 year,,,,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.8,6 Ratings,"A pair of navy blue and red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Textured Thong Flip-Flops,₹584,MRP ₹649,(10% OFF),4.7,18 Ratings,"A pair of tan brown self design thong flip-flops
Pu upper
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",PU,Casual,Self Design,Rubber,Regular,Thong Flip-Flops,1 month,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Paragon,Men Printed Thong Flip-Flops,₹411,MRP ₹549,(25% OFF),4.1,45 Ratings,"A pair of printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹854,MRP ₹899,(5% OFF),4,11 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned synthetic outsole",Synthetic,Casual,Solid,Synthetic,Regular,Thong Flip-Flops,,,,,,
BERSACHE,Men Lightweight Thong Flip Flops,₹619,MRP ₹1999,(Rs. 1380 OFF),3.4,14 Ratings,"A pair of blue solid thong flip-flops
Canvas upper
Cushioned footbed
Patterned eva outsole",Plastic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Black Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),3.8,6 Ratings,"A pair of black solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
FAUSTO,Men Brown Thong Flip-Flops,₹899,MRP ₹1999,(55% OFF),4.1,12 Ratings,"A pair of brown solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned rubber outsole",Synthetic,Casual,Solid,Rubber,Regular,Thong Flip-Flops,,,,,,
Paragon,Men Printed Thong Flip-Flops,₹411,MRP ₹549,(25% OFF),4.1,45 Ratings,"A pair of printed thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Printed,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.4,11 Ratings,"A pair of blue and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Floatz,Men Printed Thong Flip-Flops,₹1104,MRP ₹1299,(15% OFF),4.4,19 Ratings,"A pair of blue printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,,,,,,
Sparx,Men Printed Thong Flip-Flops,₹404,MRP ₹449,(10% OFF),4.2,37 Ratings,"A pair of red and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Sparx,Men Textured Thong Flip-Flops,₹584,MRP ₹649,(10% OFF),4.4,14 Ratings,"A pair of tan brown textured thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,,https://assets.myntassets.com/assets/images/2024/8/23/ec6080a9-602c-455e-a49d-ed2018509e3c1724390496589-SCAN-Myntra-BIS-Declaration--2-_page-0001.jpg,1234567,31/07/2026,,
Buxton,Men Printed Thong Flip-Flops,₹389,MRP ₹1499,(74% OFF),2.9,15 Ratings,"A pair of grey and black printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned tpr outsole",Synthetic,Casual,Printed,TPR,Regular,Thong Flip-Flops,,,,,,
Duke,Men Printed Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.3,15 Ratings,"A pair of red and white printed thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Printed,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
Duke,Men Thong Flip-Flops,₹339,MRP ₹399,(15% OFF),4.7,14 Ratings,"A pair of red solid thong flip-flops
Synthetic upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Synthetic,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
max,Men Textured Thong Flip-Flops,₹449,MRP ₹499,(10% OFF),3.4,5 Ratings,"A pair of beige and white textured thong flip-flops
Pu upper
Cushioned footbed
Patterned pvc outsole",PU,Casual,Solid,PVC,Regular,Thong Flip-Flops,,,,,,
CHUPPS,Men Kaleen Pattupai Flip Flops,₹449,MRP ₹899,(50% OFF),4,26 Ratings,"A pair of blue and green printed thong flip-flops
Rubber upper
Cushioned footbed
Patterned rubber outsole
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Rubber,Casual,Printed,Rubber,Regular,Thong Flip-Flops,6 months,,,,,
Paragon,Men Fabric Thong Flip-Flops,₹371,MRP ₹599,(38% OFF),3.5,36 Ratings,"A pair of green and yellow solid thong flip-flops
Fabric upper
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fabric,Casual,Solid,EVA,Regular,Thong Flip-Flops,1 month,,,,,
Duke,Men Thong Flip-Flops,₹349,MRP ₹499,(30% OFF),3.6,5 Ratings,"A pair of green solid thong flip-flops
Rubber upper
Cushioned footbed
Patterned eva outsole
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Rubber,Casual,Solid,EVA,Regular,Thong Flip-Flops,15 days,https://assets.myntassets.com/assets/images/2024/8/23/5af2fa8a-384b-47d4-b054-5d9e3fb35d151724389764945-DECLARATION---SOR-MYNTRA-FOOTWEAR_page-0001.jpg,1234567,31/07/2026,,
