Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Type,Material,Fastening,Sole Material,Occasion,Warranty
LEONCINO,Men Comfort Sandals,₹839,MRP ₹3356,(Rs. 2517 OFF),4.8,12 Ratings,"A pair of black comfort sandals, with slip-on closure
Synthetic leather upper 
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,1 month
Roadster,Men Sports Sandals,₹799,MRP ₹1999,(60% OFF),4.2,90 Ratings,"A pair of black solid sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
knoos,Men Comfort Sandals,₹899,MRP ₹4999,(82% OFF),2.9,8 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
knoos,Men Comfort Sandals,₹899,MRP ₹4999,(82% OFF),2.9,8 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
REFOAM,Men Comfort Sandals,₹799,MRP ₹1999,(60% OFF),4.3,27 Ratings,"A pair of comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
Roadster,Men Brown Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),3.2,52 Ratings,Roadster Men's Brown Faux Leather Casual Slip On Sandals,Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,3 months
Roadster,Men Black Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),3.2,52 Ratings,Roadster Men's Black Faux Leather Casual Slip On Sandals,Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,3 months
aadi,Men Comfort Sandals,₹369,MRP ₹999,(63% OFF),3.5,80 Ratings,"A pair of blue comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
Paragon,Men Comfort Sandals,₹549,MRP ₹999,(45% OFF),4.4,151 Ratings,"A pair of tan comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Casual,1 month
Woodland,Men Comfort Sandals,₹1606,MRP ₹2295,(30% OFF),4.2,216 Ratings,"A pair of black comfort sandals
Nubuck leather and textile upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Leather,Slip-On,Rubber,Daily,1 month
Woodland,Men Comfort Sandals,₹1606,MRP ₹2295,(30% OFF),4.2,162 Ratings,"A pair of camel brown comfort sandals
Nubuck leather and textile upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Leather,Slip-On,Rubber,Daily,1 month
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1k Ratings,"A pair of grey clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
Aqualite,Men Clogs Sandals,₹503,MRP ₹899,(Rs. 396 OFF),4.1,1k Ratings,"A pair of blue clogs
Croslite upper with slip-on closure
Cushioned footbed
Patterned eva outsole",Clogs,Croslite,Slip-On,EVA,Daily,
Geox,U Spherica Men Comfort Sandals,₹5995,MRP ₹11990,(50% OFF),4.2,6 Ratings,"A pair of black comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Velcro,EVA,Daily,1 month
Mast & Harbour,Men Comfort Sandals,₹799,MRP ₹1999,(60% OFF),3.5,263 Ratings,"A pair of brown comfort sandals
Synthetic upper with buckle closure
Cushioned footbed
Patterned eva outsole",Comfort Sandals,Synthetic,Buckle,EVA,Daily,
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),3.6,8 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
Roadster,The Lifestyle Co Men Comfort Sandals,₹878,MRP ₹2929,(70% OFF),3.3,16 Ratings,"Black solid comfort sandals, secured with a slip on closure
Faux leather upper
Cushioned footbed
Textured and patterned PU outsole
Warranty: 3 Months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
HERE&NOW,Men Comfort Sandals,₹849,MRP ₹2499,(66% OFF),4.4,5 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Slip-On,Rubber,Daily,
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),3.7,13 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
House of Pataudi,Men Fisherman Sandals,₹749,MRP ₹2999,(75% OFF),3.9,40 Ratings,"A pair of grey fisherman sandals
Synthetic upper with buckle closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,Synthetic,Buckle,TPR,Daily,
Liberty,Men Comfort Sandals,₹1055,MRP ₹2199,(52% OFF),4.2,52 Ratings,"A pair of black comfort sandals
Pu upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand manufacturer",Comfort Sandals,PU,Slip-On,PU,Daily,1 month
Roadster,The Lifestyle Co Men Comfort Sandals,₹878,MRP ₹2929,(70% OFF),3.7,10 Ratings,"Tan brown solid comfort sandals, secured with a slip on closure
Faux leather upper
Cushioned footbed
Textured and patterned PU outsole
Warranty: 3 Months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
MICHAEL ANGELO,Men Comfort Sandals,₹1274,MRP ₹1699,(25% OFF),4.1,10 Ratings,"A pair of black comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,1 month
Mochi,Men Brown Sandals,₹1120,MRP ₹2490,(55% OFF),4.2,401 Ratings,"A pair of brown comfort sandals
Leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Slip-On,PU,Daily,1 month
Roadster,Men Fisherman Sandals,₹689,MRP ₹2299,(70% OFF),4.1,159 Ratings,"A pair of fisherman sandals
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned tpu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fisherman Sandals,Synthetic Leather,Velcro,TPU,Daily,1 month
Metro,Men Comfort Sandals,₹1494,MRP ₹2490,(40% OFF),3.2,5 Ratings,"A pair of tan comfort sandals
Rubber upper with slip-on closure
Cushioned footbed
Patterned leather outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Rubber,Slip-On,Leather,Daily,1 month
Carlton London,Men Comfort Sandals,₹1074,MRP ₹2499,(57% OFF),4,37 Ratings,"A pair of camel brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.7,12 Ratings,"A pair of blue comfort sandals,with slip-on closure
Synthetic suede upper
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,Synthetic Suede,Slip-On,TPR,Daily,
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),4.1,9 Ratings,"A pair of brown comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
San Frissco,Men Comfort Sandals,₹1348,MRP ₹4495,(70% OFF),4.4,11 Ratings,"A pair of tan comfort sandals
Pu upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,PU,Slip-On,PU,Daily,
Metro,Men Comfort Sandals,₹1210,MRP ₹2690,(55% OFF),4.3,60 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,TPR,Daily,1 month
Lancer,Men Clogs Sandals,₹539,MRP ₹1199,(55% OFF),3.4,62 Ratings,"A pair of black clogs
Rubber upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Clogs,Rubber,Slip-On,EVA,Daily,1 month
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),4.4,8 Ratings,"A pair of white comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
Kosher,Men Gladiators Sandals,₹985,MRP ₹3399,(71% OFF),3,8 Ratings,"A pair of brown gladiators
Synthetic leather upper with velcro closure
Cushioned footbed
Patterned rubber outsole",Gladiators,Synthetic Leather,Velcro,Rubber,Daily,
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),3.7,24 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
LEONCINO,Men Comfort Sandals,₹839,MRP ₹3356,(Rs. 2517 OFF),4.8,12 Ratings,"A pair of brown comfort sandals, with slip-on closure
Synthetic leather upper 
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,1 month
BuckleUp,Men Tan Sandals,₹749,MRP ₹2499,(70% OFF),3.5,11 Ratings,"A pair of tan comfort sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,TPR,Daily,3 months
Big Fox,Men Brown Sandals,₹749,MRP ₹2499,(70% OFF),3.4,29 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Daily,1 month
House of Pataudi,Men Fisherman Sandals,₹749,MRP ₹2999,(75% OFF),4.1,38 Ratings,"A pair of olive green fisherman sandals
Synthetic upper with buckle closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,Synthetic,Buckle,TPR,Daily,
El Paso,Men Brown Sandals,₹849,MRP ₹4145,(Rs. 3296 OFF),3.7,289 Ratings,"A pair of brown fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Fisherman Sandals,Synthetic Leather,Velcro,TPR,Daily,3 months
Ajanta,Men Comfort Sandals,₹549,MRP ₹599,(Rs. 50 OFF),4.5,14 Ratings,"A pair of white comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pvc outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PVC,Daily,1 month
LEONCINO,Men Comfort Sandals,₹809,MRP ₹3276,(Rs. 2467 OFF),4.4,18 Ratings,"A pair of tan comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
Provogue,Men Tan Sandals,₹778,MRP ₹5990,(87% OFF),3.9,529 Ratings,"A pair of tan comfort sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Velcro,Rubber,Daily,3 months
Reebok,Men Rewind Sandals,₹1679,MRP ₹2799,(40% OFF),4.1,11 Ratings,"Special Technologies
Astrofoam
Product Design Details
Main design: Synthetic Upper/ Rubber outsole
Color: Black and red
Velcro Closure
Warranty: 3 months
Warranty provided by the Brand/Manufacturer
About Reebok Men Rewind Sandals:
Step out in style and comfort with Reebok`s Black Rubber Sole Sandals, specifically designed for modern men. The rubber sole provides unbeatable durability, ensuring versatile wear in a range of weather conditions and ground types. For the perfect finishing touch, the sandals boast the iconic Reebok branding. Perfect for enhancing both casual and semi-formal looks, these sandals help you stand heads and shoulders above the crowd with their understated black contrast, you just can`t resist!",Sports Sandals,Synthetic,Velcro,PU,Sports,
Weinbrenner,Men Fisherman Sandals,₹1529,MRP ₹1699,(10% OFF),4.1,28 Ratings,"A pair of green fisherman sandals
Pu upper with velcro closure
Cushioned footbed
Patterned synthetic outsole",Fisherman Sandals,PU,Velcro,Synthetic,Daily,
El Paso,Men Comfort Sandals,₹869,MRP ₹2899,(70% OFF),3.8,8 Ratings,"A pair of olive green comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,3 months
Roadster,Men Sports Sandals,₹859,MRP ₹1999,(57% OFF),4,104 Ratings,"A pair of grey solid sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Sports Sandals,Synthetic,Velcro,PU,Sports,
Lancer,Men Clogs Sandals,₹539,MRP ₹1199,(55% OFF),3.6,30 Ratings,"A pair of white clogs
Rubber upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Clogs,Rubber,Slip-On,EVA,Daily,1 month
Roadster,Men Sports Sandals,₹799,MRP ₹1999,(60% OFF),4.4,134 Ratings,"Grey and yellow solid sports sandlas, has velcro closure and one toe style",Sports Sandals,Synthetic,Velcro,PU,Sports,
Provogue,Men Comfort Sandals,₹786,MRP ₹3745,(79% OFF),3.8,46 Ratings,"A pair of open toeblue solid comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,Rubber,Daily,3 months
Sparx,Men Brown Sandals,₹944,MRP ₹1049,(10% OFF),4.1,497 Ratings,"A pair of brown sports sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
LEONCINO,Men Comfort Sandals,₹919,MRP ₹3596,(Rs. 2677 OFF),3.7,24 Ratings,"A pair of blue comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic Leather,Slip-On,PU,Daily,
Carlton London,Men Comfort Sandals,₹1484,MRP ₹2699,(45% OFF),4.3,58 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
Carlton London,Men Comfort Sandals,₹1484,MRP ₹2699,(45% OFF),2.6,22 Ratings,"A pair of comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned tpr outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic Leather,Buckle,TPR,Daily,1 month
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.3,7 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic,Slip-On,PU,Daily,
SHENCES,Men Comfort Sandals,₹989,MRP ₹3299,(70% OFF),3.3,7 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole",Comfort Sandals,Synthetic,Slip-On,PU,Daily,
El Paso,Men Tan Sandals,₹849,MRP ₹4145,(Rs. 3296 OFF),3.7,623 Ratings,"A pair of tan shoe-style sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Shoe-Style Sandals,Synthetic Leather,Slip-On,PU,Ethnic,3 months
Roadster,The Lifestyle Co. Men Comfort Sandals,₹839,MRP ₹2799,(70% OFF),4.1,10 Ratings,"Brown solid comfort sandals, secured with a slip-on closure
Synthetic upper
Cushioned footbed
Rubber outsole
Warranty: 3 Months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic,Slip-On,Rubber,Daily,3 months
Sparx,Men Sports Sandals,₹839,MRP ₹1049,(20% OFF),4,47 Ratings,"A pair of grey sports sandals
Fabric upper with velcro closure
Cushioned foot bed
Patterned synthetic outsole",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Roadster,Men Sports Sandals,₹799,MRP ₹1999,(60% OFF),4.2,103 Ratings,"Grey and blue solid sports sandlas, has velcro closure and one toe style",Sports Sandals,Synthetic,Velcro,Synthetic,Sports,
Provogue,Men Comfort Sandals,₹786,MRP ₹3745,(79% OFF),4.8,8 Ratings,"A pair of olive green solid comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,TPR,Daily,3 months
SHENCES,Men Brown Sandals,₹689,MRP ₹2299,(70% OFF),4,41 Ratings,"A pair of brown comfort sandals
Leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Leather,Slip-On,Rubber,Daily,3 months
HERE&NOW,Men Comfort Sandals,₹863,MRP ₹2699,(68% OFF),4.6,8 Ratings,"A pair of brown comfort sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Velcro,Rubber,Daily,
Sparx,Men Sports Sandals,₹711,MRP ₹749,(5% OFF),3.2,5 Ratings,"A pair of navy blue Sports sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned rubber outsole",,Synthetic,Velcro,,,
Carlton London,Men Comfort Sandals,₹1374,MRP ₹2499,(45% OFF),4,37 Ratings,"A pair of olive green comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
Carlton London,Men Comfort Sandals,₹1374,MRP ₹2499,(45% OFF),4,37 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
knoos,Men Comfort Sandals,₹999,MRP ₹4999,(80% OFF),3.9,16 Ratings,"A pair of black comfort sandals
Synthetic leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,
knoos,Men Comfort Sandals,₹999,MRP ₹4999,(80% OFF),3.2,13 Ratings,"A pair of black comfort sandals
Synthetic leather upper with buckle closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic Leather,Buckle,Rubber,Daily,
Roadster,Men Brown Sandals,₹899,MRP ₹2999,(Rs. 2100 OFF),2.8,5 Ratings,Roadster Men's Brown Faux Leather Casual Slip On Sandals,Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,3 months
Provogue,Men Tan Sandals,₹778,MRP ₹5990,(87% OFF),3.8,742 Ratings,"A pair of tan fisherman sandals
Synthetic Leather upper with velcro closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Fisherman Sandals,Synthetic Leather,Velcro,Rubber,Ethnic,3 months
Bata,Men Brown Sandals,₹1274,MRP ₹1499,(15% OFF),4,181 Ratings,"A pair of brown comfort sandals
PU upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Comfort Sandals,PU,Velcro,TPR,Daily,
SHENCES,Men Black Sandals,₹923,MRP ₹3299,(72% OFF),4.2,100 Ratings,"A pair of black comfort sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,3 months
SHENCES,Men Brown Sandals,₹923,MRP ₹3299,(72% OFF),4.2,100 Ratings,"A pair of brown comfort sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,Synthetic Leather,Slip-On,Rubber,Daily,3 months
FAUSTO,Men Black Sandals,₹1117,MRP ₹1299,(14% OFF),4.1,37 Ratings,"A pair of black fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Fisherman Sandals,Synthetic,Velcro,TPR,Daily,
FAUSTO,Men Black Sandals,₹1117,MRP ₹1299,(14% OFF),3.8,13 Ratings,"A pair of black shoe-style sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned tpr outsole",Shoe-Style Sandals,Synthetic,Velcro,TPR,Daily,
El Paso,Men Brown Sandals,₹829,MRP ₹4145,(80% OFF),3.7,623 Ratings,"A pair of brown fisherman sandals
Synthetic Leather upper with slip-on closure
Cushioned footbed
Patterned tpr outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Fisherman Sandals,Synthetic Leather,Slip-On,TPR,Daily,3 months
Mochi,Men Comfort Sandals,₹2303,MRP ₹3290,(30% OFF),3.6,5 Ratings,"A pair of blue comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned synthetic outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,Synthetic,Casual,1 month
Crocs,Men Comfort Sandals,₹2096,MRP ₹2995,(30% OFF),4.3,324 Ratings,"A pair of brown comfort sandals
Croslite upper with slip-on closure
Cushioned footbed
Patterned croslite outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Comfort Sandals,Croslite,Slip-On,Croslite,Daily,3 months
Mochi,Men Comfort Sandals,₹1748,MRP ₹2690,(35% OFF),4.4,42 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pu outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PU,Daily,1 month
Mochi,Men Comfort Sandals,₹1743,MRP ₹2490,(30% OFF),4.6,44 Ratings,"A pair of brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pvc outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PVC,Daily,1 month
Mochi,Men Comfort Sandals,₹1743,MRP ₹2490,(30% OFF),4.6,46 Ratings,"A pair of black comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned pvc outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,PVC,Daily,1 month
Woodland,Men Comfort Sandals,₹1606,MRP ₹2295,(30% OFF),4.3,325 Ratings,"A pair of coffee brown comfort sandals
Nubuck leather and textile upper with slip-on closure
Cushioned footbed
Patterned rubber outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Leather,Slip-On,Rubber,Daily,1 month
Clarks,Men Comfort Sandals,₹2099,MRP ₹3499,(40% OFF),4.4,54 Ratings,"A pair of red comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned rubber outsole",Comfort Sandals,Synthetic,Slip-On,Rubber,Daily,
MONKSTORY,Men Comfort Sandals,₹2003,MRP ₹2990,(33% OFF),4.2,9 Ratings,"A pair of brown comfort sandals ,has regular styling,
Pu upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Comfort Sandals,PU,Slip-On,TPR,Daily,3 months
Carlton London,Men Comfort Sandals,₹1539,MRP ₹2799,(45% OFF),4.1,69 Ratings,"A pair of white comfort sandals
Synthetic upper with buckle detail and slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Buckle,EVA,Daily,1 month
Carlton London,Men Fisherman Sandals,₹1539,MRP ₹2799,(45% OFF),4.3,76 Ratings,"A pair of coffee brown fisherman sandals
Synthetic upper with velcro closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Fisherman Sandals,Synthetic,Buckle,EVA,Daily,1 month
Carlton London,Men Comfort Sandals,₹1619,MRP ₹2699,(40% OFF),4.3,58 Ratings,"A pair of coffee brown comfort sandals
Synthetic upper with slip-on closure
Cushioned footbed
Patterned eva outsole
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort Sandals,Synthetic,Slip-On,EVA,Daily,1 month
