Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Sport,Material,Fastening,Ankle Height,Outsole Type,Cleats,Arch Type,Cushioning,Warranty,Distance,Surface Type,Technology,Number of Items,Pronation for Running Shoes,Running Type,Package Contains
AVANT,Women Fly Running shoes,₹859,MRP ₹1199,(Rs. 340 OFF),4.8,8 Ratings,"A pair of Mauve-coloured running shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Flat,Medium,30 days,Long,Outdoor,,2,Neutral,Road Running,1 pair of shoes
Sparx,Women Textile Running Non-Marking Shoes,₹849,MRP ₹999,(15% OFF),4.2,71 Ratings,"A pair of shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole",Running,Textile,Slip-On,Regular,Non-Marking,No Cleats,,Medium,,,All-Rounder,,,,,
Campus,Women Grey & Blue Printed Mesh Running Shoes,₹1799,MRP ₹2399,(25% OFF),4.5,1k Ratings,"A pair of grey & blue shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
FABBMATE,Women Pink Walking Non-Marking Shoes,₹674,MRP ₹1499,(55% OFF),4.4,46 Ratings,"A pair of pink shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Synthetic,Slip-On,Regular,Non-Marking,No Cleats,Medium,Medium,,,All-Rounder,,,,,
ASIAN,Women Blossom-07 Running Shoes,₹714,MRP ₹1299,(45% OFF),4.1,76 Ratings,"A pair of grey and white running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,High,28 days,,All-Rounder,,2,Neutral,Road Running,
Sparx,Women Mesh Running Shoes,₹802,MRP ₹1099,(27% OFF),4.2,18 Ratings,"A pair of grey ,pink & white shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,,Long,Outdoor,,2,Neutral,Long Distance,
Reebok,Women Woven Design Comfy Activator Slip Walking Shoes,₹2579,MRP ₹4299,(40% OFF),4.9,7 Ratings,"Special Technology:
Memory Tech
Product Design Detail:
Main material: Synthetic upper / Rubber outsole
Brand colour: Black
Woven design
Brand logo detail
Slip-on closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer
About Reebok Women Woven Design Comfy Activator Slip Walking Shoes:
It is a revitalizing new shoe designed to mimic the feeling of being barefoot while also giving outstanding support. Feel-good footwear intended to improve your wellbeing. The sleek silhouette has a contemporary top and plush padding. Together, they provide a remarkably fashionable shoe that is great for walking.",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Memory Foam,2,Neutral,,A pair of shoes
Denill,Women Sports Sneakers,₹999,MRP ₹2499,(60% OFF),4,2.6k Ratings,"A pair of round toe pink sports shoes ,has mid-top styling,
Lace up detail
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,,Outdoor,,2,,,
Reebok,Women Woven Design Lunar Walking Shoes with Brand Logo Detail,₹2399,MRP ₹3999,(40% OFF),4.8,20 Ratings,"Special Technologies:
Memory tech technology
Ortholite technology
Astrofoam Plus
Product Design Details:
Main material: Textile and synthetic upper/ EVA outsole
Brand colour: Possibly Pink / Steely Blue
Woven design
Brand logo detail on sides
Lace-up closure
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by the brand owner/ manufacturer
About Reebok Women Woven Design Lunar Walking Shoes with Brand Logo Detail 
Single Tone Rich Mesh And With New Design Of Dual Tone 3D Vector Weldingortholite Socks- Socks With Extra Cushioning Effect And Anti- Bacterial Properties, Enhanced Comfort And High Performance Sock Linersole- Astrofoam Midsole With Dmx Pods For 360 Degree Airy Cushioning And Resilience, While The Rubber Outsole Will Ensure Firm Grip, Maximum Traction And Agility.",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,Court,Memory Foam,2,Neutral,,1 pair of shoes
ABROS,Women Blue Mesh Running Sports Shoes,₹839,MRP ₹999,(16% OFF),4.2,209 Ratings,"A pair of blue running shoes, has mid-top Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Slip-On,Mid-Top,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,Air,,Neutral,Track,
bacca bucci,Women Femme Flex Mesh Shockproof Running Shoes,₹1299,MRP ₹2999,(Rs. 1700 OFF),4.2,33 Ratings,"A pair of pink & white shoes, has regular styling
Lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned rubber outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer

Shockproof Sole: The FemmeFlex by Bacca Bucci features a thick sole equipped with air cushion technology, effectively absorbing shocks with each stride. This design offers stable support and exceptional shock absorption, enhancing your sports performance.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Outdoor,,2,Neutral,Long Distance,
Puma,NOVA Smash Unisex Padel Shoes,₹3709,MRP ₹6999,(47% OFF),3.9,10 Ratings,"Product Design Details:
A pair of white solid round toe sports shoe with regular styling has a lace-up closure
Textile upper
Cushioned footbed
Rubber outsole
Puma Wordmark on tongue and heel
Warranty: 3 Months
Warranty provided by brand/manufacturer
About The Product:

Unlock explosive speed with NOVA Smash. Its lightweight upper is reinforced with durable protective layersincluding an added synthetic overlay on the medial sidefor a secure-yet-explosive fit. The rubber tread pattern on the outsole provides grip for quick changes of direction. FEATURES & BENEFITS : The upper of the shoes is made with at least 20% recycled materials., DETAILS : Outsole: Engineered rubber, Midsole: Lightweight EVA, Upper: Soft synthetic with medial support and synthetic overlays for protection, Closure: Laces, Rounded toe.",Tennis,Synthetic,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,3 months,Medium,Court,,2,Neutral,,
DressBerry,Women Running Shoes,₹1748,MRP ₹5299,(67% OFF),4.2,85 Ratings,"A pair of pink running shoes, has regular styling, lace-ups detail
Synthetic Upper
Cushioned footbed
Textured and patterned outsole",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,Hard,,1,Neutral,Road Running,
ASIAN,Women Navy Blue Mesh Running Shoes,₹699,MRP ₹999,(30% OFF),4.2,396 Ratings,"A pair of navy blue running shoes, has regular Styling, velcro detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days",Running,Mesh,Velcro,Regular,Marking,No Cleats,,High,28 days,,All-Rounder,,,Neutral,Road Running,
ASIAN,Women Navy Blue Mesh Running Shoes,₹699,MRP ₹999,(30% OFF),4.2,396 Ratings,"A pair of navy blue running shoes, has regular Styling, velcro detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days",Running,Mesh,Velcro,Regular,Marking,No Cleats,,High,28 days,,All-Rounder,,,Neutral,Road Running,
Campus,Women Mesh Running Sports Shoes,₹1274,MRP ₹1699,(25% OFF),4.5,35 Ratings,"A pair of grey sports shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Disclaimer:Warranty provided by seller/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
CASSIEY,Women Textured Lightweight Lace-Up Running Shoes,₹849,MRP ₹999,(Rs. 150 OFF),4.1,19 Ratings,"A pair of peach-coloured textured lightweight lace-up running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,All-Rounder,,2,Neutral,Long Distance,
Newfeel By Decathlon,Women Navy Blue Synthetic Walking Shoes,₹2559,MRP ₹2799,(Rs. 240 OFF),4.5,93 Ratings,"A pair of navy blue walking sports shoes, has regular styling, slip-on detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 2 years
Warranty provided by brand/manufacturer",Walking,Synthetic,Slip-On,Regular,Non-Marking,No Cleats,,Medium,2 years,Medium,Outdoor,Flex,,,Road Running,
Puma,Women Softride One4all Walking Shoes,₹4549,MRP ₹6499,(30% OFF),4.4,7 Ratings,"About SOFTRIDE : PUMA's SOFTRIDE technology represents an advancement in footwear comfort. It incorporates our softest foam, designed to deliver extreme cushioning that promotes sustained comfort throughout the day. The SOFTRIDE midsole, softer and lighter than traditional EVA, extends through the full length of the shoe. This innovative construction enhances the wearer's experience, providing lightweight support during daily activities.

Product Story : Hit the road in style in the all-new SOFTRIDE One4all Women's Walking Shoes. Our SOFTRIDE+ EVA technology provides extreme cushioning for all-day comfort, while an eye-catching upper design is highlighted by metallic accents, bold branding, and distinctive lacing Details. Zoned rubber on the toe and heel provides traction to keep you light on your feet.

Features & Benefits : SOFTRIDE: Soft foam designed for all-day cushioning and comfort, SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel.

Details :
A pair of blue shoes
PUMA wordmark on the side
PUMA Cat logo on the toe and heel
Heel type: Flat
Shoe width: Regular fit
Shoe pronation: Neutral
Heel-to-toe-drop: 8 mm
Pull loops on the tongue and heel
Lace closure.
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,,Low,3 months,Short,All-Rounder,,2,Neutral,Road Running,1-Pair of sports shoes
FILA,Women Mesh Lace-Up Running Shoes,₹2599,MRP ₹6499,(60% OFF),4.6,5 Ratings,"A pair of peach-coloured shoes, has regular Styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,Medium,All-Rounder,,1,,,
Sparx,Women Grey Mesh Running Shoes,₹824,MRP ₹1099,(25% OFF),4.5,52 Ratings,"A pair of grey running sports shoes, has regular styling, lace-up detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,Fixed,Medium,Medium,3 months,Long,Soft,,,,Road Running,
ASIAN,Women Non-Marking Memory Foam Technology Running Shoes,₹863,MRP ₹1199,(28% OFF),4.1,142 Ratings,"A pair of black,white and pink sports shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Campus,Women Julian Running Shoes,₹1199,MRP ₹1499,(20% OFF),4.4,88 Ratings,"A pair of black,pink and white sports shoes, has regular styling, lace-ups detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,
ASIAN,Women Mauve Mesh Running Non-Marking Shoes,₹854,MRP ₹1499,(43% OFF),4.5,15 Ratings,"A pair of mauve shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Reebok,Women Woven Design Lunar Walk Shoes,₹2399,MRP ₹3999,(40% OFF),4.4,41 Ratings,"Special technologies
Ortholite
Memory Tech
Astrofoam Midsole
Product Design Details
Main design: Synthetic Upper/ Rubber outsole
Brand color: OAT / COLLEGIATE BROWN / GRAVEL
Lace-up Closure
Warranty: 3 months
Warranty provided by the Brand/Manufacturer",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,High,3 months,,Court,,2,,,A pair of shoes
max,Women Lace-Up Running Shoes,₹649,MRP ₹1299,(50% OFF),4.5,20 Ratings,"A pair of beige and white sports shoes, has styling, lace-up detail
PU upper
Cushioned footbed
Textured and patterned outsole",Running,PU,Lace-Ups,Regular,Marking,No Cleats,,Medium,,,Outdoor,,2,,,
Power,Women Lace Up Walking Shoes,₹2549,MRP ₹2999,(15% OFF),4.3,16 Ratings,"A pair of pink shoes, has regular Styling, lace-ups detail
Upper textile 
Cushioned footbed
Textured and patterned outsole",Walking,Textile,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,2,Neutral,Track,
ADIDAS,Women Woven Design AVAFLASH LOW Tennis Shoes,₹4299,MRP ₹8599,(50% OFF),4,61 Ratings,"Special Technology:
Adiwear
Product Design Detail:
Material: Mesh upper and rubber outsole
Colour:  Core Black / Silver Metallic / Cloud White
Lace-up closure
Woven design
Classic 3 stripe detail
Brand logo detail
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer
About ADIDAS Women Woven Design AVAFLASH LOW Tennis Shoes:
Created for no-distraction play. Refined for the women's game. Take your tennis into a new gear in these adidas Avaflash shoes. Their reinforced, semi-translucent mesh upper will keep you stable during sidesteps and slides, and the ergonomically designed low collar and midfoot add targeted support. Underneath, a tough Adiwear outsole keeps you in control on the court.",Tennis,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,3 months,,Court,Adiwear,2,,,A pair of shoes
ABROS,Women Mesh Running Shoes,₹710,MRP ₹899,(21% OFF),4.3,70 Ratings,"A pair of shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by the brand owner /manufacturer",Running,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,Air,,Neutral,Track,
Goldstar,Women Lace Up Walking Shoes,₹1889,MRP ₹4499,(58% OFF),4.8,8 Ratings,"A pair of white shoes, has regular styling, lace-ups detail
Upper pu
Cushioned footbed
Textured and patterned outsole",Walking,PU,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,All-Rounder,,2,,Long Distance,1 pair sports shoe
Goldstar,Women Running Shoes,₹1889,MRP ₹4499,(58% OFF),4.8,8 Ratings,"A pair of black running shoes, has regular styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole",Running,PU,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Medium,All-Rounder,,2,,Long Distance,1 pair sports shoe
Campus,Women Mesh Running Shoes,₹1991,MRP ₹2399,(17% OFF),4.2,5 Ratings,"A pair of navy blue running shoes, has regular Styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,2,Neutral,Road Running,1 pair of shoes
Campus,Women Navy Blue Printed Mesh Running Shoes,₹1799,MRP ₹2399,(25% OFF),4.5,1k Ratings,"A pair of navy blue shoes, has regular Styling, lace-ups detail
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Puma,Women Night Runner V3 Running Shoes,₹3249,MRP ₹4999,(35% OFF),4.4,12 Ratings,"PRODUCT STORY:
The Night Runner V3 is our third generation Night Runner, a running shoe that is great for training and daily wear. The shoe is designed for stability and comfort, with a design aesthetic that's focused on clean lines, so it can be styled with just about anything.

SPECIAL TECHNOLOGY:
SOFTFOAM+: Step-in comfort sockliner designed to provide soft cushioning thanks to its extra thick heel
PRODUCT DETAILS:
A pair of purple shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,3 months,Medium,Hard,,2,Neutral,Road Running,1 pair of sports shoes
ABROS,Women Lace-Ups Air Technology Running Shoes,₹710,MRP ₹899,(21% OFF),4,27 Ratings,"A pair of blue & white running shoes, has mid-top Styling, lace-ups detail
Upper Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Disclaimer: Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Mid-Top,Marking,Fixed,Medium,High,30 days,Medium,All-Rounder,Air,2,Neutral,Track,1 pair of shoes
Forever Glam by Pantaloons,Women Textile Walking Sports Shoes,₹1699,MRP ₹1999,(15% OFF),4.4,10 Ratings,"A pair of sea green,orange and white sports shoes, has regular styling, slip on detail
Textile upper
Cushioned footbed
Textured and patterned outsole",Walking,Textile,Slip-On,Regular,Marking,No Cleats,,Medium,,Medium,Outdoor,,,,,
Campus,Women Black & Pink Running Shoes,₹1529,MRP ₹1799,(15% OFF),4.2,917 Ratings,"A pair of running shoes
Mesh upper
Cushioned footbed
Patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Long,All-Rounder,,,Neutral,Road Running,
Campus,Women NINO Mesh Running Shoes,₹1199,MRP ₹1599,(25% OFF),4.5,193 Ratings,"A pair of navy blue running shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
Power,Women Pink Textile Running Non-Marking Shoes,₹1529,MRP ₹1699,(10% OFF),4.2,188 Ratings,"A pair of pink running shoes, has regular Styling, lace-ups detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Running,Textile,Lace-Ups,Regular,Non-Marking,No Cleats,Medium,Medium,,Medium,Outdoor,,,,Road Running,
bacca bucci,Women Mesh Ortholite Footbed Non-Marking Walking Shoes,₹1399,MRP ₹2999,(Rs. 1600 OFF),4.1,8 Ratings,"A pair of mauve & white shoes, has regular styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Technology :Ortholite Sole/Diabetic Friendly
NON-SLIP WEAR-RESISTANT RUBBER OUT-SOLE: The slip-on walking shoes adopt fine and close sewing thread, which is simple but fashion, firm and secure. The out-sole is made of highly elastic rubber outsole that is non-slip, wearable and comfortable.",Walking,Mesh,Slip-On,Regular,Non-Marking,No Cleats,Medium,Medium,,,Outdoor,,,,,
bacca bucci,Women FemmeFlex Mesh Shockproof Sole Running Shoes,₹1299,MRP ₹2999,(Rs. 1700 OFF),3.7,11 Ratings,"A pair of sea green & white shoes, shoes,has regular styling
Lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned rubber outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer

Shockproof Sole: The FemmeFlex by Bacca Bucci features a thick sole equipped with air cushion technology, effectively absorbing shocks with each stride. This design offers stable support and exceptional shock absorption, enhancing your sports performance.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Outdoor,,2,Neutral,Long Distance,
AVANT,Women Smoothfit Running Shoes,₹899,MRP ₹1299,(Rs. 400 OFF),4.1,76 Ratings,"A pair of pink & blue shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole

Features:
UPPER MESH: The upper offers targeted support, flexibility, and ventilation, promoting optimal airflow.
LIGHTWEIGHT DESIGN: These running shoes are light and comfy and prioritize a feather-light build.
CUSHIONED COMFORT: Enjoy plush comfort with a PU Foam insole, responsive support from an EVA midsole
SUPERIOR TRACTION: These running shoes are made with a TPR outsole, providing superior traction for stability.
FLEXIBLE DESIGN: These shoes provide a natural and flexible feel that keeps you comfortable.",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Flat,Medium,30 days,Long,Outdoor,,2,Neutral,Road Running,1 pair
Sparx,Women Grey Running Shoes,₹899,MRP ₹999,(10% OFF),4.4,1.1k Ratings,"A pair of grey running sports shoes, has regular styling, slip-on detail
Textile upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Running,Textile,Slip-On,Regular,Non-Marking,Fixed,Medium,Medium,3 months,Long,Soft,,,,Road Running,
ASIAN,Women Mesh Running Non-Marking Shoes,₹829,MRP ₹999,(17% OFF),4.3,319 Ratings,"A pair of grey shoes, has regular Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days",Running,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Sparx,Women Grey Mesh Running Non-Marking Shoes,₹799,MRP ₹999,(20% OFF),4.4,204 Ratings,"A pair of grey running shoes, has regular Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days",Running,Mesh,Slip-On,Regular,Non-Marking,Fixed,Medium,Medium,30 days,Long,Outdoor,,,Neutral,Long Distance,
Campus,Women Lace Up Mesh Running Shoes,₹1999,MRP ₹2499,(20% OFF),4.8,6 Ratings,"A pair of black shoes, has regular Styling, lace-ups detail
Upper mesh
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Medium,All-Rounder,,2,Neutral,Road Running,
bacca bucci,Women Shockproof Sole FemmeFlex Running Shoes,₹1299,MRP ₹2999,(Rs. 1700 OFF),4.3,44 Ratings,"A pair of white and grey running shoes, has regular styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Long,Outdoor,,2,Neutral,Long Distance,
Carlton London sports,Women Flyknit Mesh Walking Shoes,₹1099,MRP ₹2499,(56% OFF),3.5,6 Ratings,"A pair of white walking shoes, has regular Styling, lace-ups detail
Flyknit technology
Cushioned footbed
Textured and patterned outsole
Warranty: 7 days
Warranty provided by brand/manufacturer",Walking,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,7 days,Medium,Outdoor,Flyknit,2,Neutral Overpronator,Trail Running,1 pair of shoes
DressBerry,Women Running Non-Marking Shoes,₹1748,MRP ₹5299,(67% OFF),4.2,61 Ratings,"A pair of pink & blue shoes, has regular styling, lace-ups detail
Synthetic Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by the brand owner/manufacturer",Running,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,30 days,Medium,All-Rounder,,2,,Road Running,
Sparx,Women Mesh Running Shoes,₹1049,MRP ₹1399,(25% OFF),4.3,373 Ratings,"A pair of navy blue ,white & pink shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,,Medium,,,All-Rounder,,2,,Road Running,
VECTOR X,Unisex Printed Football Shoes,₹878,MRP ₹955,(8% OFF),4.6,7 Ratings,"A pair of blue and fluorescent green sports shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Football,Synthetic,Lace-Ups,Regular,Marking,No Cleats,Flat,High,,,Soft,,2,,,
bacca bucci,Women Purple Mesh Breathable Walking Non-Marking Sports Shoes,₹1099,MRP ₹2999,(Rs. 1900 OFF),4.5,21 Ratings,"A pair of purple shoes, has regular Styling, slip-on detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty:",Walking,Mesh,Slip-On,Regular,Non-Marking,No Cleats,Medium,Medium,,,Outdoor,,,,,
Sparx,Women Mesh Running Shoes,₹849,MRP ₹999,(15% OFF),4.3,24 Ratings,"A pair of navy blue shoes, has regular Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Running,Mesh,Slip-On,Regular,Marking,No Cleats,,Medium,,,All-Rounder,,2,,Road Running,
Shoetopia,Women White Mesh Walking Non-Marking Shoes,₹899,MRP ₹1999,(55% OFF),3.9,243 Ratings,"A pair of white walking shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Lace-Ups,Regular,Non-Marking,No Cleats,,Medium,,,Outdoor,,,,Track,
Forever Glam by Pantaloons,Women Textile Walking Non-Marking Shoes,₹943,MRP ₹1599,(41% OFF),4,12 Ratings,"A pair of purple walking shoes, has regular Styling, slip-on detail
Textile upper
Cushioned footbed
Textured and patterned outsole",Walking,Textile,Slip-On,Regular,Non-Marking,No Cleats,,Medium,,,Outdoor,,,,,
AfroJack,Women Green Mesh Training Or Gym Shoes,₹849,MRP ₹4245,(80% OFF),3.7,406 Ratings,"A pair of green shoes, has mid-top Styling, lace-ups detail
Upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months",Training or Gym,Mesh,Lace-Ups,Mid-Top,Marking,No Cleats,,Medium,3 months,,All-Rounder,Dual Fusion,,,,
Campus,Women CANDID Mesh Running Shoes,₹1349,MRP ₹1799,(25% OFF),4.4,354 Ratings,"A pair of white running shoes, has regular Styling, lace-ups detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 30 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,High,30 days,Medium,All-Rounder,,,Neutral,Road Running,
ASIAN,Women Mesh Running Non-Marking Shoes,₹829,MRP ₹999,(17% OFF),3.8,87 Ratings,"A pair of shoes, has regular Styling, slip-on detail
Upper Mesh 
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand owner/manufacturer",Running,Mesh,Slip-On,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Shoetopia,Women Lace-Up Walking Shoes,₹899,MRP ₹1999,(55% OFF),4,84 Ratings,"A pair of white walking shoes, has regular styling, lace-ups detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Walking,Synthetic,Lace-Ups,Regular,Marking,No Cleats,,Medium,,Long,All-Rounder,,2,,Long Distance,
Sparx,Women Mesh Walking Shoes,₹799,MRP ₹999,(20% OFF),4.5,46 Ratings,"A pair of pink shoes, has regular Styling, slip-on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,,Medium,,,All-Rounder,,2,,,
ASIAN,Women Non-Marking Memory Foam Technology Running Shoes,₹779,MRP ₹1299,(40% OFF),4,141 Ratings,"A pair of pink and white sports shoes, has regular styling, slip on detail
Mesh upper
Cushioned footbed
Textured and patterned outsole
Warranty: 28 days
Warranty provided by brand/manufacturer",Running,Mesh,Slip-On,Regular,Non-Marking,No Cleats,,High,28 days,,All-Rounder,Memory Foam,,Neutral,Road Running,
Goldstar,Women Mesh Walking Shoes,₹699,MRP ₹1999,(65% OFF),4.1,10 Ratings,"A pair of grey walking shoes, has regular styling, slip-on detail
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Slip-On,Regular,Marking,No Cleats,Medium,Medium,,Medium,All-Rounder,,2,,Long Distance,1 pair sports shoe
Power,Women Mesh Walking Shoes,₹2209,MRP ₹2599,(15% OFF),3.8,18 Ratings,"A pair of black shoes, has regular styling, lace-ups detail
Upper mesh
Cushioned footbed
Textured and patterned outsole",Walking,Mesh,Lace-Ups,Regular,Marking,No Cleats,Medium,Medium,,Long,Outdoor,,2,Neutral,Road Running,1 pair
