Title,Name,Price,MRP,Discount,Rating,Ratings Count,Description,Heel Type,Type,Heel Height,Fastening and Back Detail,Toe Shape,Pattern,Ornamentation,Ankle Height,Occasion,Sole Material,Warranty
Shoetopia,Women Black Solid Sandals,₹799,MRP ₹1999,(60% OFF),4,1.1k Ratings,"A pair of black round toe sandals, has regular styling, ankle loop detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a slim heel",Slim,Sandals,3 inches,Ankle Loop,Round Toe,Solid,,Regular,Casual,TPR,
Lino Perros,Women Ankle Loop Block Heels,₹1757,MRP ₹3995,(56% OFF),4.4,161 Ratings,"A pair of black heels, has regular ankle, ankle loop with buckle closure, open toe and block heel
Synthetic leather solid upper
Cushioned footbed
Textured and patterend outsole",Block,Sandals,1.5 inches,Ankle Loop,Open Toe,Solid,,Regular,Casual,Tunit,
DressBerry,Black Open Toe Block Heels with Buckles,₹899,MRP ₹2999,(Rs. 2100 OFF),3.8,36 Ratings,"A pair of black open toe heels, has regular ankle and backstrap detail
Synthetic solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,Resin,
Metro,Embellished Kitten Heels,₹1494,MRP ₹2490,(40% OFF),4.3,498 Ratings,"A pair of silver-toned sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Kitten,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,1 month
Mast & Harbour,Cream-Coloured Open Toe Block Heels,₹899,MRP ₹1799,(50% OFF),4.3,162 Ratings,"A pair of cream-coloured open toe block heels,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,2 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,
El Paso,Buckle Detailed Leather Wedge Heels,₹899,MRP ₹2599,(Rs. 1700 OFF),3.8,26 Ratings,"A pair of maroon buckle detailed wedge heels ,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Wedge,Sandals,1 inch,Open Back,Open Toe,Solid,Buckles,Regular,Casual,Rubber,3 months
Mochi,Women Black Embellished Heels,₹1134,MRP ₹1890,(40% OFF),4.3,2.8k Ratings,"A pair of black open toe sandals, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,PU,1 month
Gibelle,Embellished Open Toe Block Heels,₹699,MRP ₹1999,(65% OFF),4.1,280 Ratings,"A pair of black embellished open toe block heels
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Block,Sandals,1.5 inches,Open Back,Open Toe,Solid,Western - Embellished,Regular,Casual,Rubber,
GNIST,Pointed Toe Embellished Party Block Heels With Backstrap,₹1589,MRP ₹2999,(47% OFF),4.3,50 Ratings,"A pair of transparent & beige heels ,has regular ankle and backstrap
Pu embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heels 
Warranty: 14 days
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Synthetic,14 days
ELLE,Pointed Toe Kitten Pumps Heels,₹2294,MRP ₹2699,(15% OFF),4.7,10 Ratings,"A pair of black pumps ,has regular ankle and open back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a kitten
Warranty: 7 days
Warranty provided by brand owner/manufacturer",Kitten,Pumps,1.5 inches,Open Back,Pointed Toe,Solid,,Regular,Casual,Resin,7 days
VALIOSAA,Women Block Sandals,₹1797,MRP ₹3995,(55% OFF),3.6,5 Ratings,"A pair of cream-coloured sandals ,has regular ankle and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: limited warranty
Warranty provided by brand/manufacturer",Block,Sandals,3.5 inches,Backstrap,Open Toe,Solid,Buckles,Regular,Casual,Resin,Limited Warranty
Allen Solly,Women Yellow Solid Block Heels,₹1923,MRP ₹2599,(26% OFF),3.9,62 Ratings,"A pair of yellow solid heel has regular ankle and backstrap with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 6 months
Warranty provided by brand/manufacturer",Block,Sandals,2.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,TPR,6 months
Shoetopia,Square Toe Platform Pumps With Ankle Loop,₹1499,MRP ₹2999,(50% OFF),4.1,399 Ratings,"A pair of white pumps ,has regular ankle and ankle loop 
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a platform heels",Block,Pumps,5 inches,Ankle Loop,Square Toe,Solid,,Regular,Casual,Resin,
Anouk,Embellished Ethnic Wedge Sandals,₹896,MRP ₹3899,(77% OFF),3.7,13 Ratings,"A pair of gold-toned sandals ,has regular ankle and open back
Synthetic leather embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Ethnic,Synthetic,
Lavie,Peep Toes Wedge Heeled Pumps,₹1099,MRP ₹2999,(Rs. 1900 OFF),3.9,211 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a wedge
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Pumps,3 inches,Closed Back,Peep Toe,Solid,,Regular,Casual,PVC,1 month
GNIST,White Block Sandals,₹800,MRP ₹2299,(Rs. 1499 OFF),4.1,3.1k Ratings,"A pair of white sandals ,has regular ankle and open back
Synthetic solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month",Block,Sandals,2 inches,Open Back,Open Toe,Solid,Western - Embellished,Regular,Casual,Synthetic,1 month
Carlton London,Textured Block Pumps,₹1099,MRP ₹1999,(45% OFF),4.1,16 Ratings,"A pair of white pumps ,has regular ankle and open back
Synthetic textured upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 7 days",Block,Pumps,1.5 inches,Open Back,Round Toe,Textured,,Regular,Casual,Resin,7 days
Mochi,Buckled Wedge Heels,₹1374,MRP ₹2290,(40% OFF),4.3,151 Ratings,"A pair of tan brown buckled wedge heels,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Solid,Buckles,Regular,Casual,PU,1 month
Metro,Double Straps Slim Heels,₹1194,MRP ₹1990,(40% OFF),4.2,184 Ratings,"A pair of black and transparent double straps slim heels,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Slim,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,1 month
Allen Solly,Red Solid Block Heels,₹1923,MRP ₹2599,(26% OFF),4.3,85 Ratings,"A pair of red sandals, has regular ankle and backstrap
Pu solid upper
Cushioned footbed
Textured and patterned outsole, has block heels
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,TPR,6 months
T.ELEVEN,Textured Open Toe Suede Block Heels,₹1099,MRP ₹2499,(Rs. 1400 OFF),4.2,31 Ratings,"A pair of beige textured open toe block heels, has regular ankle and ankle loop
Suede upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Ankle Loop,Open Toe,Textured,,Regular,Casual,Neolite,
Roadster,The Lifestyle Co. Textured Pointed Toe Block Heel Mules,₹999,MRP ₹2499,(60% OFF),4.2,1.3k Ratings,"A pair of camel brown textured block heel mules, has backstrap fastening details
Synthetic Leather upper
Cushioned footbed
Rubber sole material
Block heeled",Block,Mules,3 inches,Backstrap,Pointed Toe,Textured,,Regular,Casual,Rubber,
Lino Perros,Embellished Block Heels,₹1767,MRP ₹2995,(41% OFF),3.8,22 Ratings,"A pair of black sandals ,has regular ankle and backstrap
Pu embellished upper
Cushioned footbed
Textured and patterend outsole, has a block heel",Block,Sandals,2 inches,Backstrap,Open Toe,Embellished,Western - Embellished,Regular,Casual,Tunit,
Try Me,Embellished Party Block Heels,₹899,MRP ₹1499,(40% OFF),4.2,42 Ratings,"A pair of white heels ,has regular ankle and open back
Synthetic leather embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heels",Block,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,TPR,
CORSICA,Women Party Block Heels Sandals with Buckles,₹999,MRP ₹2999,(Rs. 2000 OFF),4.5,22 Ratings,"A pair of nude-coloured sandals ,has mid-top ankle and open back
Synthetic patent embellished upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,2 inches,Open Back,Pointed Toe,Solid,Buckles,Regular,Party,PVC,1 month
ELLE,White Solid Block Heel Sandals,₹1099,MRP ₹1999,(45% OFF),4,550 Ratings,"A pair of white sandals ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 15 days
Warranty provided by the brand owner/manufacturer",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,Resin,15 days
Mochi,Black Stiletto Pumps,₹1494,MRP ₹2490,(40% OFF),4.4,302 Ratings,"A pair of black pumps ,has regular ankle and closed back
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a stiletto
Warranty: 1 month",Stiletto,Pumps,2 inches,Closed Back,Round Toe,Solid,,Regular,Casual,PU,1 month
Mochi,Criss-Cross Strap Wedge Heels,₹1479,MRP ₹2690,(45% OFF),4.2,114 Ratings,"A pair of black and beige criss-cross strap wedge heels,has regular ankle and backstrap
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Resin,1 month
Allen Solly,Braided Detail Open-Toe Block Heels,₹1701,MRP ₹2299,(26% OFF),4.1,19 Ratings,"A pair of white and brown block heel sandals
Has regular ankle and backstrap with buckle closure
PU braided detail upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Block,Sandals,2 inches,Backstrap,Open Toe,Textured,,Regular,Casual,Rubber,6 months
CORSICA,Textured Block Heel,₹1187,MRP ₹2699,(56% OFF),4.7,6 Ratings,"A pair of white heels, has regular ankle and backstrap with slip-on closure
Synthetic textured upper
Cushioned footbed
Textured and patterend outsole
Has a block heel",Block,Sandals,3 inches,Backstrap,Open Toe,Textured,,Regular,Casual,TPR,
Carlton London sports,Flatform Sandals,₹1319,MRP ₹2399,(45% OFF),4,198 Ratings,"A pair of green sandals ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a flatform
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Flatform,Sandals,1.5 inches,Open Back,Open Toe,Solid,,Regular,Casual,EVA,1 month
DressBerry,Women Embellished Block Sandals,₹999,MRP ₹2999,(Rs. 2000 OFF),4.4,27 Ratings,"A pair of rose gold sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block heel",Block,Sandals,3 inches,Open Back,Peep Toe,Embellished,Western - Embellished,Regular,Party,Resin,
Shoetopia,Women Black Solid Wedges,₹749,MRP ₹999,(25% OFF),4.1,2.2k Ratings,"A pair of black open toe sandals, has regular styling, backstrap detail
Suede upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel",Wedge,Sandals,4 inches,Backstrap,Open Toe,Solid,,Regular,Party,Resin,
DressBerry,Purple Textured Wedge Heels,₹999,MRP ₹2499,(60% OFF),3.8,319 Ratings,"A pair of purple textured wedge heels ,has regular ankle and backstrap
Synthetic upper
Cushioned footbed
Textured and patterned outsole",Wedge,Sandals,3 inches,Open Back,Open Toe,Textured,,Regular,Casual,Resin,
Anouk,Braided Detail Handcrafted Ethnic Block Heels,₹956,MRP ₹2899,(67% OFF),3.9,29 Ratings,"A pair of tan brown braided detail heels, has regular ankle and open back
Synthetic woven design upper
Cushioned footbed
Textured and patterned outsole, has block heels
Warranty: 1 month
Warranty provided by brand owner/manufacturer

Disclaimer: This product has been crafted by hand and may have slight irregularities in print, embroidery or colour between individual products.",Block,Sandals,2.5 inches,Open Back,Open Toe,Woven Design,,Regular,Casual,TPR,1 month
Sherrif Shoes,Women Block Pumps,₹1182,MRP ₹3195,(63% OFF),4.2,390 Ratings,"A pair of pumps ,has regular ankle and ankle loop
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2.5 inches,Ankle Loop,Pointed Toe,Solid,,Regular,Casual,Rubber,
DressBerry,Women Open Toe Heel Sandals,₹879,MRP ₹1999,(56% OFF),4.3,21 Ratings,"A pair of white open toe heel Sandals
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole
Bow details",Block,Sandals,2 inches,Open Back,Open Toe,Solid,Bows,Regular,Casual,Synthetic,
Picktoes,Black Textured Block Heels,₹545,MRP ₹1299,(58% OFF),4,648 Ratings,"A pair of black sandals ,has regular ankle and backstrap
Synthetic textured upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2 inches,Backstrap,Open Toe,Textured,,Regular,Casual,Synthetic,
Mochi,Textured Wedge Heels,₹1488,MRP ₹2290,(35% OFF),4.5,81 Ratings,"A pair of black textured wedge heels ,has regular ankle and closed back
Synthetic
upper
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Wedge,Sandals,1.5 inches,Closed Back,Open Toe,Textured,,Regular,Casual,PU,1 month
Shoetopia,Embellished Open Toe Platform Heels With Bow,₹1199,MRP ₹1999,(40% OFF),4.2,103 Ratings,"A pair of black open toe heels, has regular ankle and open back detail
Synthetic embellished upper with bows
Cushioned footbed
Textured and patterend outsole, has a platform",Platform,Sandals,2 inches,Open Back,Open Toe,Embellished,Bows,Regular,Party,TPR,
Shoetopia,Open Toe Block Heels,₹1199,MRP ₹2999,(60% OFF),4.2,156 Ratings,"A pair of black sandals ,has regular ankle and ankle loop
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,5 inches,Ankle Loop,Open Toe,Solid,,Regular,Casual,Resin,
Shoetopia,Embellished Party Kitten Peep Toes Heels,₹1199,MRP ₹2999,(60% OFF),4.1,772 Ratings,"A pair of silver-toned heels,has regular ankle and backstrap
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a kitten",Kitten,Sandals,3 inches,Backstrap,Pointed Toe,Embellished,Western - Embellished,Regular,Party,Resin,
DressBerry,Square Toe Block Heels Sandals,₹759,MRP ₹3799,(80% OFF),3.3,9 Ratings,"A pair of nude-coloured pumps ,has regular ankle and ankle loop
Pu solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2.5 inches,Ankle Loop,Square Toe,Solid,Buckles,Regular,Party,Tunit,
ICONICS,Pointed Toe Block Heeled Pumps,₹1033,MRP ₹2199,(53% OFF),4.1,81 Ratings,"A pair of beige pumps ,has regular ankle and open back
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a block heels
Warranty: 15 days
Warranty provided by brand/manufacturer",Block,Pumps,2 inches,Open Back,Pointed Toe,Solid,,Regular,Casual,Resin,15 days
ELLE,Printed Open Toe Flatform Heels,₹899,MRP ₹1799,(50% OFF),3.9,120 Ratings,"A pair of white & pink heels ,has regular ankle and open back
Synthetic printed upper
Cushioned footbed
Textured and patterend outsole, has a flatform heels 
Warranty: 15 days
Warranty provided by brand owner/manufacturer",Wedge,Sandals,1.5 inches,Open Back,Open Toe,Printed,,Regular,Casual,TPR,15 days
Shoetopia,Black Party Slim Heeled Sandals,₹799,MRP ₹1999,(60% OFF),4,647 Ratings,"A pair of black sandals has regular and backstrap
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a slim heeled",Slim,Sandals,2.5 inches,Backstrap,Open Toe,Solid,,Regular,Party,Resin,
Shezone,Women Embellished Wedge Sandals,₹999,MRP ₹1999,(50% OFF),4.2,33 Ratings,"A pair of cream-coloured sandals ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge heel
Warranty: 1 month
Warranty provided by brand/manufacturer",Wedge,Sandals,1.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,PVC,1 month
JM Looks,Open Toe Cross Strap Wedges,₹997,MRP ₹1995,(50% OFF),4.1,186 Ratings,"A pair of nude-coloured heels ,has regular ankle and open back 
Synthetic solid upper
Cushioned footbed
Textured and patterend outsole, has a wedges
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Wedge,Sandals,4 inches,Open Back,Open Toe,Solid,,Regular,Casual,TPR,1 month
DressBerry,Women Mules Block Heel Sandals,₹899,MRP ₹1999,(55% OFF),4.7,12 Ratings,"A pair of black mules block heel Sandals
Upper Material: synthetic
Cushioned footbed
Textured and patterned outsole",Block,Sandals,2 inches,Open Back,Pointed Toe,Solid,,Regular,Casual,Synthetic,
Allen Solly,Open Toe Block Heel,₹1579,MRP ₹1999,(21% OFF),3.8,12 Ratings,"A pair of orange heel, has regular ankle and backstrap with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Rubber,6 months
DressBerry,Women Block Heel Sandals With Western - Embellished,₹959,MRP ₹2399,(60% OFF),4.6,9 Ratings,"A pair of black block heels sandals ,has regular open back
Pu textured upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 28 days",Block,Sandals,2 inches,Open Back,Open Toe,Textured,Western - Embellished,Regular,Party,PU,28 days
Vishudh,Women Champagne Solid Sandals,₹809,MRP ₹1798,(55% OFF),4.4,1.2k Ratings,"This model is wearing heels from our stylist's collection, see the image for a mock-up of what the actual heels would look like",Block,Sandals,3 inches,Open Back,Round Toe,Woven Design,Ethnic - Embellished,Regular,Ethnic,Tunit,15 days
Luxyfeel,Embellished Open Toe Wedges,₹899,MRP ₹2499,(64% OFF),4.2,274 Ratings,"A pair of peach-coloured embellished open toe wedges ,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole",Wedge,Sandals,3 inches,Ankle Loop,Open Toe,Embellished,Western - Embellished,Regular,Casual,PVC,
Allen Solly,Open Toe Block Heel,₹1421,MRP ₹1799,(21% OFF),3.8,16 Ratings,"A pair of nude-coloured heel, has regular ankle and backstrap with buckle closure
Pu solid upper
Cushioned footbed
Textured and patterend outsole, has a block heel
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Sandals,1.5 inches,Backstrap,Open Toe,Solid,,Regular,Casual,Rubber,6 months
CAI,Rivet Back Strap Open Toe Block Heel Sandals,₹1715,MRP ₹3299,(48% OFF),4.9,10 Ratings,"A pair of black heels ,has regular ankle and backstrap
Pu solid upper 
Cushioned footbed
Textured and patterend outsole, has a block heeled
Warranty:NA
Warranty provided by brand owner/manufacturer",Block,Sandals,3 inches,Backstrap,Open Toe,Solid,,Regular,Casual,EVA,
Denill,Embellished Open Toe Wedges,₹999,MRP ₹2499,(60% OFF),4.2,78 Ratings,"A pair of peach-coloured open toe heels, has regular ankle and backstrap
Synthetic leather embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,TPU,
Lino Perros,Mid-Top Block Heels,₹2066,MRP ₹2995,(31% OFF),4.3,51 Ratings,"A pair of beige heel, as mid-top ankle and ankle loop with buckle closure
PU solid upper
Cushioned footbed
Textured and patterend outsole
Has a block heel",Block,Sandals,2 inches,Ankle Loop,Open Toe,Solid,,Regular,Casual,Tunit,
Shoetopia,Women Gold-Toned Woven Design Sandals,₹699,MRP ₹999,(30% OFF),4.1,533 Ratings,"This model is wearing heels from our stylist's collection, see the image for a mock-up of what the actual heels would look like",Wedge,Sandals,2.5 inches,Open Back,Open Toe,Woven Design,Ethnic - Embellished,Regular,Ethnic,Resin,
XE Looks,Embellished Open Toe Block Heels,₹1124,MRP ₹2499,(55% OFF),4.9,8 Ratings,"A pair of gold-toned sandals ,has regular ankle and ankle loop
Synthetic leather embellished upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,3 inches,Ankle Loop,Open Toe,Embellished,Western - Embellished,Regular,Casual,PU,
DressBerry,Cream-Coloured Pointed Toe Textured Kitten Pumps With Bows,₹829,MRP ₹2299,(Rs. 1470 OFF),3.8,1.3k Ratings,"A pair of cream-coloured pumps ,has regular ankle and open back
Synthetic textured upper with bows
Cushioned footbed
Textured and patterend outsole, has a kitten",Kitten,Pumps,2 inches,Open Back,Pointed Toe,Textured,Bows,Regular,Casual,PVC,
Anouk,Silver-Toned & Black Embellished Open Toe Wedge Heels,₹799,MRP ₹2499,(68% OFF),3.9,240 Ratings,"A pair of silver-toned & black embellished open toe wedge heels
Synthetic leather upper
Cushioned footbed
Textured and patterned outsole",Wedge,Sandals,2 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Party,TPR,
Lavie,Open Toe Block Heels,₹1399,MRP ₹2999,(Rs. 1600 OFF),3.9,84 Ratings,"A pair of white sandals ,has regular ankle and open back
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,PVC,1 month
DressBerry,Beige Textured Block Heels,₹899,MRP ₹2699,(Rs. 1800 OFF),4.3,99 Ratings,"A pair of beige textured block heels ,has regular ankle and open back
Synthetic upper
Cushioned footbed
Textured and patterned outsole
Warranty: 1 month
Warranty provided by brand/manufacturer",Block,Sandals,2 inches,Open Back,Open Toe,Textured,,Regular,Casual,PVC,1 month
Shezone,Women Rose Gold Solid Wedges,₹899,MRP ₹1499,(Rs. 600 OFF),4.2,1.2k Ratings,"A pair of rose gold open toe wedges, has regular styling, open back detail
Synthetic upper
Cushioned footbed
Textured and patterned outsole, has a wedge heel
Warranty: 30 days
Warranty provided by brand/manufacturer",Wedge,Sandals,3 inches,Open Back,Open Toe,Solid,,Regular,Casual,PVC,1 month
DressBerry,Women Embellished Open Toe Flatform Sandals,₹874,MRP ₹2499,(65% OFF),4,106 Ratings,"A pair of black sandals ,has mid-top ankle and open back
Pu embellished upper with western-embellished
Cushioned footbed
Textured and patterend outsole, has a wedge",Flatform,Sandals,2.5 inches,Open Back,Open Toe,Embellished,Western - Embellished,Mid-Top,Casual,TPR,
Catwalk,Embellished Peep Toe Wedge Heel Mules,₹908,MRP ₹2595,(65% OFF),4.4,86 Ratings,"A pair of taupe,silver-toned and beige embellished peep toe wedge heel mules,has regular ankle and open back
Synthetic upper 
Cushioned footbed
Textured and patterned outsole
Warranty: 3 months
Warranty provided by brand/manufacturer",Wedge,Mules,4 inches,Open Back,Peep Toe,Embellished,Western - Embellished,Regular,Party,PU,3 months
Allen Solly,Women Pointed Toe Snakeskin Printed Pumps,₹1931,MRP ₹2299,(16% OFF),4.3,84 Ratings,"A pair of white and black pumps ,has regular ankle and backstrap
Pu snakeskin printed upper
Cushioned footbed
Textured and patterend outsole
Warranty: 6 months
Warranty provided by brand/manufacturer",Block,Pumps,2 inches,Backstrap,Pointed Toe,Printed,,Regular,Casual,Resin,6 months
Lavie,Women Embellished Slim Open Toe Heeled Sandals,₹839,MRP ₹3499,(76% OFF),4,7 Ratings,"A pair of peach-coloured sandals
It has regular ankle and open back
Synthetic leather woven design upper with ethnic - embellished
Cushioned footbed
Textured and patterend outsole
It has a slim heeled",Slim,Sandals,3 inches,Open Back,Open Toe,Woven Design,Western - Embellished,Regular,Casual,Synthetic,
EVERLY,Textured Open Toe Wedges,₹1499,MRP ₹3999,(Rs. 2500 OFF),4.5,93 Ratings,"A pair of pink textured open toe wedges, has regular ankle and open back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,4 inches,Open Back,Open Toe,Textured,,Regular,Casual,TPR,
DressBerry,Black PU Block Heels,₹735,MRP ₹1599,(54% OFF),3.6,1.2k Ratings,"A pair of black pumps ,has regular ankle and open back
Pu solid upper pattern
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2.5 inches,Open Back,Open Toe,Solid,Bows,Regular,Casual,PVC,
DressBerry,Bow Detail Block Heel Pumps,₹899,MRP ₹2499,(64% OFF),4.3,62 Ratings,"A pair of cream-coloured bow detail block heel pumps, has regular ankle and closed back
Synthetic leather upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Pumps,2 inches,Closed Back,Round Toe,Solid,Bows,Regular,Casual,Rubber,
Shezone,Copper-Toned Comfort Heels,₹799,MRP ₹1499,(Rs. 700 OFF),4,4.6k Ratings,"A pair of copper-toned sandals ,has regular ankle and backstrap
Synthetic solid upper with other
Cushioned footbed
Textured and patterend outsole, has a comfort
Warranty: 1 month
Warranty provided by brand owner/manufacturer",Comfort,Sandals,2 inches,Backstrap,Open Toe,Solid,,Regular,Casual,PVC,1 month
Allen Solly,Block Pumps with Buckles,₹2132,MRP ₹2699,(21% OFF),3.8,46 Ratings,"A pair of peach-coloured pumps ,has regular ankle and closed back
Pu solid upper with buckles
Cushioned footbed
Textured and patterend outsole, has a block
Warranty: 6 months
Warranty provided by brand owner/manufacturer",Block,Pumps,1 inch,Closed Back,Pointed Toe,Solid,Buckles,Regular,Casual,TPR,6 months
DressBerry,Peach-Coloured Embellished Open Toe Block Heels,₹899,MRP ₹2499,(64% OFF),4.4,51 Ratings,"A pair of peach-coloured block heels ,has regular ankle and open back
Synthetic embellished upper with western - embellished
Cushioned footbed
Textured and patterend outsole",Block,Sandals,3 inches,Open Back,Open Toe,Embellished,Western - Embellished,Regular,Casual,Resin,
Allen Solly,Buckle Detail Slim Heels with Sheen Effect,₹2441,MRP ₹3299,(26% OFF),3.8,15 Ratings,"A pair of blue sheen effect slim heel sandals
Has regular ankle and open back
PU solid upper with buckle detail 
Cushioned footbed
Textured and patterned outsole
Warranty: 6 months
Warranty provided by the brand owner/ manufacturer",Slim,Sandals,3.5 inches,Open Back,Open Toe,Solid,Buckles,Regular,Casual,TPR,6 months
DressBerry,PU Wedge Open Toe Flatform Heels,₹874,MRP ₹2499,(65% OFF),3.2,122 Ratings,"A pair of black wedge ,has mid-top ankle and open back
Pu solid upper with western - embellished
Cushioned footbed
Textured and patterend outsole, has a wedge",Wedge,Sandals,2 inches,Open Back,Open Toe,Solid,,Mid-Top,Casual,TPR,
DEAS,Square Toe Block Heels With Backstrap,₹829,MRP ₹999,(17% OFF),4.7,6 Ratings,"A pair of black sandals ,has mid-top ankle and backstrap
Synthetic solid upper 
Cushioned footbed
Textured and patterend outsole, has a block",Block,Sandals,2 inches,Backstrap,Square Toe,Solid,,Mid-Top,Casual,PVC,
Monrow,Women Black Solid Sandals,₹1299,MRP ₹2599,(50% OFF),4.3,2.4k Ratings,"A pair of black open toe sandals, has regular styling, closed back detail
Leather upper
Cushioned footbed
Textured and patterned outsole, has a block heel
Warranty: 60 days
Warranty provided by brand/manufacturer",Block,Sandals,2.5 inches,Closed Back,Open Toe,Solid,,Regular,Casual,TPR,2 months
